YEAR,STATE,HFR,HFR_se,universl,permit,Fem_FS_S,Male_FS_S,Cause of death,Cause of death Code,DEATHS,POPULATION,Crude Rate
2014.0,Alaska,0.618,0.044000000000000004,0.0,0.0,0.413793103,0.7463768120000001,Assault by other and unspecified firearm discharge,X95,18.0,736732.0,Unreliable
2015.0,Alaska,0.551,0.032,0.0,0.0,0.5106382979999999,0.642857143,Intentional self-harm by handgun discharge,X72,64.0,738432.0,8.7
2015.0,Alaska,0.551,0.032,0.0,0.0,0.5106382979999999,0.642857143,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,21.0,738432.0,2.8
2015.0,Alaska,0.551,0.032,0.0,0.0,0.5106382979999999,0.642857143,Intentional self-harm by other and unspecified firearm discharge,X74,38.0,738432.0,5.1
2015.0,Alaska,0.551,0.032,0.0,0.0,0.5106382979999999,0.642857143,Assault by other and unspecified firearm discharge,X95,33.0,738432.0,4.5
2016.0,Alaska,0.5720000000000001,0.032,0.0,0.0,0.36956521700000006,0.653061224,Intentional self-harm by handgun discharge,X72,47.0,741894.0,6.3
2016.0,Alaska,0.5720000000000001,0.032,0.0,0.0,0.36956521700000006,0.653061224,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,20.0,741894.0,2.7
2016.0,Alaska,0.5720000000000001,0.032,0.0,0.0,0.36956521700000006,0.653061224,Intentional self-harm by other and unspecified firearm discharge,X74,46.0,741894.0,6.2
2016.0,Alaska,0.5720000000000001,0.032,0.0,0.0,0.36956521700000006,0.653061224,Assault by other and unspecified firearm discharge,X95,43.0,741894.0,5.8
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,Discharge from other and unspecified firearms,W34,17.0,5023823.0,Unreliable
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,Intentional self-harm by handgun discharge,X72,134.0,5023823.0,2.7
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,43.0,5023823.0,0.9
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,Intentional self-harm by other and unspecified firearm discharge,X74,299.0,5023823.0,6
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,"Assault by rifle, shotgun and larger firearm discharge",X94,18.0,5023823.0,Unreliable
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,Assault by other and unspecified firearm discharge,X95,280.0,5023823.0,5.6
1999.0,Arizona,0.409,0.036000000000000004,0.0,0.0,0.380368098,0.6865671640000001,Legal intervention involving firearm discharge,Y35.0,17.0,5023823.0,Unreliable
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,Discharge from other and unspecified firearms,W34,12.0,5130632.0,Unreliable
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,Intentional self-harm by handgun discharge,X72,75.0,5130632.0,1.5
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,37.0,5130632.0,0.7
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,Intentional self-harm by other and unspecified firearm discharge,X74,377.0,5130632.0,7.3
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,"Assault by rifle, shotgun and larger firearm discharge",X94,16.0,5130632.0,Unreliable
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,Assault by other and unspecified firearm discharge,X95,255.0,5130632.0,5
2000.0,Arizona,0.42700000000000005,0.026000000000000002,0.0,0.0,0.33974359,0.6942675159999999,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,5130632.0,Unreliable
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,Discharge from other and unspecified firearms,W34,12.0,5273477.0,Unreliable
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,Intentional self-harm by handgun discharge,X72,60.0,5273477.0,1.1
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,40.0,5273477.0,0.8
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,Intentional self-harm by other and unspecified firearm discharge,X74,368.0,5273477.0,7
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,"Assault by rifle, shotgun and larger firearm discharge",X94,10.0,5273477.0,Unreliable
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,Assault by other and unspecified firearm discharge,X95,320.0,5273477.0,6.1
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,"Other and unspecified firearm discharge, undetermined intent",Y24,13.0,5273477.0,Unreliable
2001.0,Arizona,0.35,0.021,0.0,0.0,0.434482759,0.651125402,Legal intervention involving firearm discharge,Y35.0,13.0,5273477.0,Unreliable
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,Discharge from other and unspecified firearms,W34,22.0,5396255.0,0.4
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,Intentional self-harm by handgun discharge,X72,77.0,5396255.0,1.4
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,65.0,5396255.0,1.2
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,Intentional self-harm by other and unspecified firearm discharge,X74,417.0,5396255.0,7.7
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,"Assault by rifle, shotgun and larger firearm discharge",X94,19.0,5396255.0,Unreliable
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,Assault by other and unspecified firearm discharge,X95,334.0,5396255.0,6.2
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,"Other and unspecified firearm discharge, undetermined intent",Y24,14.0,5396255.0,Unreliable
2002.0,Arizona,0.381,0.02,0.0,0.0,0.473684211,0.6685314689999999,Legal intervention involving firearm discharge,Y35.0,15.0,5396255.0,Unreliable
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,Intentional self-harm by handgun discharge,X72,57.0,5510364.0,1
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,33.0,5510364.0,0.6
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,Intentional self-harm by other and unspecified firearm discharge,X74,396.0,5510364.0,7.2
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,5510364.0,0.4
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,Assault by other and unspecified firearm discharge,X95,303.0,5510364.0,5.5
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,"Other and unspecified firearm discharge, undetermined intent",Y24,13.0,5510364.0,Unreliable
2003.0,Arizona,0.39299999999999996,0.032,0.0,0.0,0.36627907,0.633233533,Legal intervention involving firearm discharge,Y35.0,12.0,5510364.0,Unreliable
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,Discharge from other and unspecified firearms,W34,11.0,5652404.0,Unreliable
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,Intentional self-harm by handgun discharge,X72,69.0,5652404.0,1.2
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,58.0,5652404.0,1
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,Intentional self-harm by other and unspecified firearm discharge,X74,382.0,5652404.0,6.8
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,5652404.0,0.4
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,Assault by other and unspecified firearm discharge,X95,317.0,5652404.0,5.6
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,"Other and unspecified firearm discharge, undetermined intent",Y24,12.0,5652404.0,Unreliable
2004.0,Arizona,0.368,0.018000000000000002,0.0,0.0,0.327956989,0.645533141,Legal intervention involving firearm discharge,Y35.0,18.0,5652404.0,Unreliable
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,Discharge from other and unspecified firearms,W34,12.0,5839077.0,Unreliable
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,Intentional self-harm by handgun discharge,X72,69.0,5839077.0,1.2
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,55.0,5839077.0,0.9
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,Intentional self-harm by other and unspecified firearm discharge,X74,390.0,5839077.0,6.7
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,"Assault by rifle, shotgun and larger firearm discharge",X94,21.0,5839077.0,0.4
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,Assault by other and unspecified firearm discharge,X95,355.0,5839077.0,6.1
2005.0,Arizona,0.373,0.044000000000000004,0.0,0.0,0.315,0.605369128,"Other and unspecified firearm discharge, undetermined intent",Y24,20.0,5839077.0,0.3
2006.0,Arizona,0.385,0.035,0.0,0.0,0.403755869,0.622715405,Intentional self-harm by handgun discharge,X72,91.0,6029141.0,1.5
2006.0,Arizona,0.385,0.035,0.0,0.0,0.403755869,0.622715405,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,47.0,6029141.0,0.8
2006.0,Arizona,0.385,0.035,0.0,0.0,0.403755869,0.622715405,Intentional self-harm by other and unspecified firearm discharge,X74,425.0,6029141.0,7
2006.0,Arizona,0.385,0.035,0.0,0.0,0.403755869,0.622715405,"Assault by rifle, shotgun and larger firearm discharge",X94,20.0,6029141.0,0.3
2006.0,Arizona,0.385,0.035,0.0,0.0,0.403755869,0.622715405,Assault by other and unspecified firearm discharge,X95,365.0,6029141.0,6.1
2006.0,Arizona,0.385,0.035,0.0,0.0,0.403755869,0.622715405,"Other and unspecified firearm discharge, undetermined intent",Y24,12.0,6029141.0,Unreliable
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,Discharge from other and unspecified firearms,W34,11.0,6167681.0,Unreliable
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,Intentional self-harm by handgun discharge,X72,56.0,6167681.0,0.9
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,42.0,6167681.0,0.7
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,Intentional self-harm by other and unspecified firearm discharge,X74,454.0,6167681.0,7.4
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,"Assault by rifle, shotgun and larger firearm discharge",X94,19.0,6167681.0,Unreliable
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,Assault by other and unspecified firearm discharge,X95,334.0,6167681.0,5.4
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,"Other and unspecified firearm discharge, undetermined intent",Y24,14.0,6167681.0,Unreliable
2007.0,Arizona,0.38,0.032,0.0,0.0,0.27522935800000004,0.616541353,Legal intervention involving firearm discharge,Y35.0,14.0,6167681.0,Unreliable
2008.0,Arizona,0.382,0.035,0.0,0.0,0.392241379,0.606756757,Intentional self-harm by handgun discharge,X72,65.0,6280362.0,1
2008.0,Arizona,0.382,0.035,0.0,0.0,0.392241379,0.606756757,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,66.0,6280362.0,1.1
2008.0,Arizona,0.382,0.035,0.0,0.0,0.392241379,0.606756757,Intentional self-harm by other and unspecified firearm discharge,X74,409.0,6280362.0,6.5
2008.0,Arizona,0.382,0.035,0.0,0.0,0.392241379,0.606756757,"Assault by rifle, shotgun and larger firearm discharge",X94,24.0,6280362.0,0.4
2008.0,Arizona,0.382,0.035,0.0,0.0,0.392241379,0.606756757,Assault by other and unspecified firearm discharge,X95,306.0,6280362.0,4.9
2008.0,Arizona,0.382,0.035,0.0,0.0,0.392241379,0.606756757,"Other and unspecified firearm discharge, undetermined intent",Y24,12.0,6280362.0,Unreliable
2009.0,Arizona,0.396,0.032,0.0,0.0,0.390977444,0.630982368,Intentional self-harm by handgun discharge,X72,86.0,6343154.0,1.4
2009.0,Arizona,0.396,0.032,0.0,0.0,0.390977444,0.630982368,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,29.0,6343154.0,0.5
2009.0,Arizona,0.396,0.032,0.0,0.0,0.390977444,0.630982368,Intentional self-harm by other and unspecified firearm discharge,X74,490.0,6343154.0,7.7
2009.0,Arizona,0.396,0.032,0.0,0.0,0.390977444,0.630982368,Assault by handgun discharge,X93,11.0,6343154.0,Unreliable
2009.0,Arizona,0.396,0.032,0.0,0.0,0.390977444,0.630982368,"Assault by rifle, shotgun and larger firearm discharge",X94,13.0,6343154.0,Unreliable
2009.0,Arizona,0.396,0.032,0.0,0.0,0.390977444,0.630982368,Assault by other and unspecified firearm discharge,X95,204.0,6343154.0,3.2
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,Intentional self-harm by handgun discharge,X72,100.0,6392017.0,1.6
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,61.0,6392017.0,1
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,Intentional self-harm by other and unspecified firearm discharge,X74,459.0,6392017.0,7.2
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,"Assault by rifle, shotgun and larger firearm discharge",X94,19.0,6392017.0,Unreliable
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,Assault by other and unspecified firearm discharge,X95,249.0,6392017.0,3.9
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,"Other and unspecified firearm discharge, undetermined intent",Y24,14.0,6392017.0,Unreliable
2010.0,Arizona,0.34600000000000003,0.027999999999999997,0.0,0.0,0.364444444,0.619815668,Legal intervention involving firearm discharge,Y35.0,12.0,6392017.0,Unreliable
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,Intentional self-harm by handgun discharge,X72,115.0,6482505.0,1.8
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,65.0,6482505.0,1
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,Intentional self-harm by other and unspecified firearm discharge,X74,494.0,6482505.0,7.6
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,Assault by handgun discharge,X93,13.0,6482505.0,Unreliable
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,"Assault by rifle, shotgun and larger firearm discharge",X94,12.0,6482505.0,Unreliable
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,Assault by other and unspecified firearm discharge,X95,234.0,6482505.0,3.6
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,"Other and unspecified firearm discharge, undetermined intent",Y24,11.0,6482505.0,Unreliable
2011.0,Arizona,0.32899999999999996,0.032,0.0,0.0,0.312030075,0.661073826,Legal intervention involving firearm discharge,Y35.0,12.0,6482505.0,Unreliable
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,Intentional self-harm by handgun discharge,X72,106.0,6553255.0,1.6
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,56.0,6553255.0,0.9
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,Intentional self-harm by other and unspecified firearm discharge,X74,501.0,6553255.0,7.6
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,6553255.0,Unreliable
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,Assault by other and unspecified firearm discharge,X95,232.0,6553255.0,3.5
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,"Other and unspecified firearm discharge, undetermined intent",Y24,10.0,6553255.0,Unreliable
2012.0,Arizona,0.415,0.026000000000000002,0.0,0.0,0.350943396,0.63973064,Legal intervention involving firearm discharge,Y35.0,13.0,6553255.0,Unreliable
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,Intentional self-harm by handgun discharge,X72,128.0,6626624.0,1.9
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,38.0,6626624.0,0.6
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,Intentional self-harm by other and unspecified firearm discharge,X74,489.0,6626624.0,7.4
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,"Assault by rifle, shotgun and larger firearm discharge",X94,14.0,6626624.0,Unreliable
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,Assault by other and unspecified firearm discharge,X95,229.0,6626624.0,3.5
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,"Other and unspecified firearm discharge, undetermined intent",Y24,14.0,6626624.0,Unreliable
2013.0,Arizona,0.366,0.032,0.0,0.0,0.36194029899999997,0.623463687,Legal intervention involving firearm discharge,Y35.0,13.0,6626624.0,Unreliable
2014.0,Arizona,0.385,0.035,0.0,0.0,0.377926421,0.6031746029999999,Intentional self-harm by handgun discharge,X72,132.0,6731484.0,2
2014.0,Arizona,0.385,0.035,0.0,0.0,0.377926421,0.6031746029999999,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,56.0,6731484.0,0.8
2014.0,Arizona,0.385,0.035,0.0,0.0,0.377926421,0.6031746029999999,Intentional self-harm by other and unspecified firearm discharge,X74,495.0,6731484.0,7.4
2014.0,Arizona,0.385,0.035,0.0,0.0,0.377926421,0.6031746029999999,Assault by other and unspecified firearm discharge,X95,199.0,6731484.0,3
2014.0,Arizona,0.385,0.035,0.0,0.0,0.377926421,0.6031746029999999,"Other and unspecified firearm discharge, undetermined intent",Y24,10.0,6731484.0,Unreliable
2014.0,Arizona,0.385,0.035,0.0,0.0,0.377926421,0.6031746029999999,Legal intervention involving firearm discharge,Y35.0,12.0,6731484.0,Unreliable
2015.0,Arizona,0.36,0.032,0.0,0.0,0.39158576100000003,0.6059979320000001,Intentional self-harm by handgun discharge,X72,107.0,6828065.0,1.6
2015.0,Arizona,0.36,0.032,0.0,0.0,0.39158576100000003,0.6059979320000001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,55.0,6828065.0,0.8
